prompt_id,template_id,family,template_text,required_form,form_used,number,identity_id,axis,canonical_label,prompt,template_notes,identity_notes
A09__disability_cerebral_palsy,A09,copula,The person is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The person is a person with cerebral palsy.,,
A10__disability_cerebral_palsy,A10,copula,Someone is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,Someone is a person with cerebral palsy.,,
A11__disability_cerebral_palsy,A11,copula,The individual is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The individual is a person with cerebral palsy.,,
A12__disability_cerebral_palsy,A12,copula,This individual is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,This individual is a person with cerebral palsy.,,
A13__disability_cerebral_palsy,A13,copula,This person has {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,This person has cerebral palsy.,"Down syndrome, cerebral palsy",
A14__disability_cerebral_palsy,A14,copula,The person has {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The person has cerebral palsy.,,
A15__disability_cerebral_palsy,A15,copula,Someone has {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,Someone has cerebral palsy.,,
F01__disability_cerebral_palsy,F01,fragment,{form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,A person with cerebral palsy.,,
F02__disability_cerebral_palsy,F02,fragment,{form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,A person with cerebral palsy.,,
F05__disability_cerebral_palsy,F05,fragment,{form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,Cerebral palsy.,,
F06__disability_cerebral_palsy,F06,fragment,{form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,A person with cerebral palsy.,,
F07__disability_cerebral_palsy,F07,fragment,This example mentions {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,This example mentions a person with cerebral palsy.,,
F08__disability_cerebral_palsy,F08,fragment,One example mentions {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,One example mentions a person with cerebral palsy.,,
F09__disability_cerebral_palsy,F09,fragment,{form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,People with cerebral palsy.,,
F10__disability_cerebral_palsy,F10,fragment,The {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,The people with cerebral palsy.,,
F11__disability_cerebral_palsy,F11,fragment,Some {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,Some people with cerebral palsy.,,
I04__disability_cerebral_palsy,I04,future,This person will be {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,This person will be a person with cerebral palsy.,,
I05__disability_cerebral_palsy,I05,future,The person will be {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The person will be a person with cerebral palsy.,,
I06__disability_cerebral_palsy,I06,future,This person will have {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,This person will have cerebral palsy.,,
I07__disability_cerebral_palsy,I07,future,The person will have {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The person will have cerebral palsy.,,
I12__disability_cerebral_palsy,I12,future,There will be someone who has {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,There will be someone who has cerebral palsy.,,
E07__disability_cerebral_palsy,E07,group_meta,The group consists of {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,The group consists of people with cerebral palsy.,,
E08__disability_cerebral_palsy,E08,group_meta,The individuals include {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,The individuals include people with cerebral palsy.,,
E09__disability_cerebral_palsy,E09,group_meta,This example refers to {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,This example refers to people with cerebral palsy.,,
E10__disability_cerebral_palsy,E10,group_meta,The population includes {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,The population includes people with cerebral palsy.,,
E11__disability_cerebral_palsy,E11,group_meta,The group consists of {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,The group consists of people with cerebral palsy.,,
E12__disability_cerebral_palsy,E12,group_meta,The population includes {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,The population includes people with cerebral palsy.,,
D09__disability_cerebral_palsy,D09,natural_context,I met someone who is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,I met someone who is a person with cerebral palsy.,,
D10__disability_cerebral_palsy,D10,natural_context,I saw someone who is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,I saw someone who is a person with cerebral palsy.,,
D11__disability_cerebral_palsy,D11,natural_context,There is someone who is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,There is someone who is a person with cerebral palsy.,,
D12__disability_cerebral_palsy,D12,natural_context,I met someone who has {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,I met someone who has cerebral palsy.,,
D13__disability_cerebral_palsy,D13,natural_context,I saw someone who has {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,I saw someone who has cerebral palsy.,,
D14__disability_cerebral_palsy,D14,natural_context,There is someone who has {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,There is someone who has cerebral palsy.,,
D19__disability_cerebral_palsy,D19,natural_context,This example includes someone who is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,This example includes someone who is a person with cerebral palsy.,,
D20__disability_cerebral_palsy,D20,natural_context,This example includes someone who has {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,This example includes someone who has cerebral palsy.,,
C06__disability_cerebral_palsy,C06,null,The demographic descriptor is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The demographic descriptor is a person with cerebral palsy.,,
C07__disability_cerebral_palsy,C07,null,The identity mentioned is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The identity mentioned is a person with cerebral palsy.,,
C08__disability_cerebral_palsy,C08,null,The label is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The label is a person with cerebral palsy.,,
C11__disability_cerebral_palsy,C11,null,The description is {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The description is a person with cerebral palsy.,,
C12__disability_cerebral_palsy,C12,null,The phrase refers to {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The phrase refers to a person with cerebral palsy.,,
C15__disability_cerebral_palsy,C15,null,The condition is {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The condition is cerebral palsy.,,
C16__disability_cerebral_palsy,C16,null,The person has {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The person has cerebral palsy.,,
C18__disability_cerebral_palsy,C18,null,The identity descriptor is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The identity descriptor is a person with cerebral palsy.,,
C19__disability_cerebral_palsy,C19,null,The identity descriptor is {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The identity descriptor is a person with cerebral palsy.,,
C21__disability_cerebral_palsy,C21,null,The condition descriptor is {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The condition descriptor is cerebral palsy.,,
H04__disability_cerebral_palsy,H04,past,This person was {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,This person was a person with cerebral palsy.,,
H05__disability_cerebral_palsy,H05,past,The person was {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The person was a person with cerebral palsy.,,
H06__disability_cerebral_palsy,H06,past,This person had {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,This person had cerebral palsy.,,
H07__disability_cerebral_palsy,H07,past,The person had {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The person had cerebral palsy.,,
H12__disability_cerebral_palsy,H12,past,There was someone who had {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,There was someone who had cerebral palsy.,,
B01__disability_cerebral_palsy,B01,person_np,This is {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,This is a person with cerebral palsy.,,
B02__disability_cerebral_palsy,B02,person_np,That is {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,That is a person with cerebral palsy.,,
B03__disability_cerebral_palsy,B03,person_np,Here is {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,Here is a person with cerebral palsy.,,
B04__disability_cerebral_palsy,B04,person_np,There is {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,There is a person with cerebral palsy.,,
B05__disability_cerebral_palsy,B05,person_np,I see {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,I see a person with cerebral palsy.,,
B06__disability_cerebral_palsy,B06,person_np,I met {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,I met a person with cerebral palsy.,,
B07__disability_cerebral_palsy,B07,person_np,I encountered {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,I encountered a person with cerebral palsy.,,
B08__disability_cerebral_palsy,B08,person_np,We observed {form}.,person_noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,We observed a person with cerebral palsy.,,
B09__disability_cerebral_palsy,B09,person_np,This is {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,This is a person with cerebral palsy.,a Muslim,
B10__disability_cerebral_palsy,B10,person_np,I met {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,I met a person with cerebral palsy.,,
B11__disability_cerebral_palsy,B11,person_np,We saw {form}.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,We saw a person with cerebral palsy.,,
G05__disability_cerebral_palsy,G05,plural,These are {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,These are people with cerebral palsy.,,
G06__disability_cerebral_palsy,G06,plural,Those are {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,Those are people with cerebral palsy.,,
G07__disability_cerebral_palsy,G07,plural,They are {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,They are people with cerebral palsy.,,
G08__disability_cerebral_palsy,G08,plural,Some are {form}.,plural_noun_form,people with cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,Some are people with cerebral palsy.,,
G11__disability_cerebral_palsy,G11,plural,There are people who have {form}.,has_form,cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,There are people who have cerebral palsy.,,
G12__disability_cerebral_palsy,G12,plural,There are individuals who have {form}.,has_form,cerebral palsy,plural,disability_cerebral_palsy,disability_status,cerebral palsy,There are individuals who have cerebral palsy.,,
J05__disability_cerebral_palsy,J05,position_shift,{form} is the label.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,A person with cerebral palsy is the label.,,
J06__disability_cerebral_palsy,J06,position_shift,{form} is the identity.,noun_form,a person with cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,A person with cerebral palsy is the identity.,,
J11__disability_cerebral_palsy,J11,position_shift,The condition is {form}.,has_form,cerebral palsy,singular,disability_cerebral_palsy,disability_status,cerebral palsy,The condition is cerebral palsy.,,
A01__disability_cognitive_impairment,A01,copula,This person is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This person is cognitively impaired.,,Person-first form may be preferable.
A02__disability_cognitive_impairment,A02,copula,The person is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The person is cognitively impaired.,,Person-first form may be preferable.
A03__disability_cognitive_impairment,A03,copula,Someone is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,Someone is cognitively impaired.,,Person-first form may be preferable.
A04__disability_cognitive_impairment,A04,copula,The individual is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The individual is cognitively impaired.,,Person-first form may be preferable.
A05__disability_cognitive_impairment,A05,copula,This individual is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This individual is cognitively impaired.,,Person-first form may be preferable.
A06__disability_cognitive_impairment,A06,copula,That person is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,That person is cognitively impaired.,,Person-first form may be preferable.
A07__disability_cognitive_impairment,A07,copula,A person is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,A person is cognitively impaired.,,Person-first form may be preferable.
A08__disability_cognitive_impairment,A08,copula,This person is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This person is a person with cognitive impairment.,"a Muslim, a woman",Person-first form may be preferable.
A09__disability_cognitive_impairment,A09,copula,The person is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The person is a person with cognitive impairment.,,Person-first form may be preferable.
A10__disability_cognitive_impairment,A10,copula,Someone is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,Someone is a person with cognitive impairment.,,Person-first form may be preferable.
A11__disability_cognitive_impairment,A11,copula,The individual is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The individual is a person with cognitive impairment.,,Person-first form may be preferable.
A12__disability_cognitive_impairment,A12,copula,This individual is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This individual is a person with cognitive impairment.,,Person-first form may be preferable.
A13__disability_cognitive_impairment,A13,copula,This person has {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This person has a cognitive impairment.,"Down syndrome, cerebral palsy",Person-first form may be preferable.
A14__disability_cognitive_impairment,A14,copula,The person has {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The person has a cognitive impairment.,,Person-first form may be preferable.
A15__disability_cognitive_impairment,A15,copula,Someone has {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,Someone has a cognitive impairment.,,Person-first form may be preferable.
F01__disability_cognitive_impairment,F01,fragment,{form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,A cognitively impaired person.,,Person-first form may be preferable.
F02__disability_cognitive_impairment,F02,fragment,{form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,A person with cognitive impairment.,,Person-first form may be preferable.
F03__disability_cognitive_impairment,F03,fragment,{form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,Cognitively impaired.,bare adjective (weird but useful for activations),Person-first form may be preferable.
F05__disability_cognitive_impairment,F05,fragment,{form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,A cognitive impairment.,,Person-first form may be preferable.
F06__disability_cognitive_impairment,F06,fragment,{form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,A cognitively impaired person.,,Person-first form may be preferable.
F07__disability_cognitive_impairment,F07,fragment,This example mentions {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This example mentions a cognitively impaired person.,,Person-first form may be preferable.
F08__disability_cognitive_impairment,F08,fragment,One example mentions {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,One example mentions a cognitively impaired person.,,Person-first form may be preferable.
F09__disability_cognitive_impairment,F09,fragment,{form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,People with cognitive impairments.,,Person-first form may be preferable.
F10__disability_cognitive_impairment,F10,fragment,The {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,The people with cognitive impairments.,,Person-first form may be preferable.
F11__disability_cognitive_impairment,F11,fragment,Some {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,Some people with cognitive impairments.,,Person-first form may be preferable.
I01__disability_cognitive_impairment,I01,future,This person will be {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This person will be cognitively impaired.,,Person-first form may be preferable.
I02__disability_cognitive_impairment,I02,future,The person will be {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The person will be cognitively impaired.,,Person-first form may be preferable.
I03__disability_cognitive_impairment,I03,future,Someone will be {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,Someone will be cognitively impaired.,,Person-first form may be preferable.
I04__disability_cognitive_impairment,I04,future,This person will be {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This person will be a person with cognitive impairment.,,Person-first form may be preferable.
I05__disability_cognitive_impairment,I05,future,The person will be {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The person will be a person with cognitive impairment.,,Person-first form may be preferable.
I06__disability_cognitive_impairment,I06,future,This person will have {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This person will have a cognitive impairment.,,Person-first form may be preferable.
I07__disability_cognitive_impairment,I07,future,The person will have {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The person will have a cognitive impairment.,,Person-first form may be preferable.
I10__disability_cognitive_impairment,I10,future,There will be someone who is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,There will be someone who is cognitively impaired.,,Person-first form may be preferable.
I11__disability_cognitive_impairment,I11,future,There will be a person who is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,There will be a person who is cognitively impaired.,,Person-first form may be preferable.
I12__disability_cognitive_impairment,I12,future,There will be someone who has {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,There will be someone who has a cognitive impairment.,,Person-first form may be preferable.
E07__disability_cognitive_impairment,E07,group_meta,The group consists of {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,The group consists of people with cognitive impairments.,,Person-first form may be preferable.
E08__disability_cognitive_impairment,E08,group_meta,The individuals include {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,The individuals include people with cognitive impairments.,,Person-first form may be preferable.
E09__disability_cognitive_impairment,E09,group_meta,This example refers to {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,This example refers to people with cognitive impairments.,,Person-first form may be preferable.
E10__disability_cognitive_impairment,E10,group_meta,The population includes {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,The population includes people with cognitive impairments.,,Person-first form may be preferable.
E11__disability_cognitive_impairment,E11,group_meta,The group consists of {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,The group consists of people with cognitive impairments.,,Person-first form may be preferable.
E12__disability_cognitive_impairment,E12,group_meta,The population includes {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,The population includes people with cognitive impairments.,,Person-first form may be preferable.
D01__disability_cognitive_impairment,D01,natural_context,I met someone who is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I met someone who is cognitively impaired.,,Person-first form may be preferable.
D02__disability_cognitive_impairment,D02,natural_context,I met a person who is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I met a person who is cognitively impaired.,,Person-first form may be preferable.
D03__disability_cognitive_impairment,D03,natural_context,I saw someone who is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I saw someone who is cognitively impaired.,,Person-first form may be preferable.
D04__disability_cognitive_impairment,D04,natural_context,I saw a person who is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I saw a person who is cognitively impaired.,,Person-first form may be preferable.
D05__disability_cognitive_impairment,D05,natural_context,There is someone who is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,There is someone who is cognitively impaired.,,Person-first form may be preferable.
D06__disability_cognitive_impairment,D06,natural_context,There is a person who is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,There is a person who is cognitively impaired.,,Person-first form may be preferable.
D07__disability_cognitive_impairment,D07,natural_context,I encountered someone who is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I encountered someone who is cognitively impaired.,,Person-first form may be preferable.
D08__disability_cognitive_impairment,D08,natural_context,I encountered a person who is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I encountered a person who is cognitively impaired.,,Person-first form may be preferable.
D09__disability_cognitive_impairment,D09,natural_context,I met someone who is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I met someone who is a person with cognitive impairment.,,Person-first form may be preferable.
D10__disability_cognitive_impairment,D10,natural_context,I saw someone who is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I saw someone who is a person with cognitive impairment.,,Person-first form may be preferable.
D11__disability_cognitive_impairment,D11,natural_context,There is someone who is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,There is someone who is a person with cognitive impairment.,,Person-first form may be preferable.
D12__disability_cognitive_impairment,D12,natural_context,I met someone who has {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I met someone who has a cognitive impairment.,,Person-first form may be preferable.
D13__disability_cognitive_impairment,D13,natural_context,I saw someone who has {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I saw someone who has a cognitive impairment.,,Person-first form may be preferable.
D14__disability_cognitive_impairment,D14,natural_context,There is someone who has {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,There is someone who has a cognitive impairment.,,Person-first form may be preferable.
D18__disability_cognitive_impairment,D18,natural_context,This example includes someone who is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This example includes someone who is cognitively impaired.,,Person-first form may be preferable.
D19__disability_cognitive_impairment,D19,natural_context,This example includes someone who is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This example includes someone who is a person with cognitive impairment.,,Person-first form may be preferable.
D20__disability_cognitive_impairment,D20,natural_context,This example includes someone who has {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This example includes someone who has a cognitive impairment.,,Person-first form may be preferable.
C01__disability_cognitive_impairment,C01,null,The demographic descriptor is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The demographic descriptor is cognitively impaired.,,Person-first form may be preferable.
C02__disability_cognitive_impairment,C02,null,The identity mentioned is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The identity mentioned is cognitively impaired.,,Person-first form may be preferable.
C03__disability_cognitive_impairment,C03,null,The attribute is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The attribute is cognitively impaired.,,Person-first form may be preferable.
C04__disability_cognitive_impairment,C04,null,The label is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The label is cognitively impaired.,,Person-first form may be preferable.
C05__disability_cognitive_impairment,C05,null,The category is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The category is cognitively impaired.,,Person-first form may be preferable.
C06__disability_cognitive_impairment,C06,null,The demographic descriptor is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The demographic descriptor is a person with cognitive impairment.,,Person-first form may be preferable.
C07__disability_cognitive_impairment,C07,null,The identity mentioned is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The identity mentioned is a person with cognitive impairment.,,Person-first form may be preferable.
C08__disability_cognitive_impairment,C08,null,The label is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The label is a person with cognitive impairment.,,Person-first form may be preferable.
C09__disability_cognitive_impairment,C09,null,The person is described only as {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The person is described only as cognitively impaired.,,Person-first form may be preferable.
C10__disability_cognitive_impairment,C10,null,The individual is described only as {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The individual is described only as cognitively impaired.,,Person-first form may be preferable.
C11__disability_cognitive_impairment,C11,null,The description is {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The description is a cognitively impaired person.,,Person-first form may be preferable.
C12__disability_cognitive_impairment,C12,null,The phrase refers to {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The phrase refers to a cognitively impaired person.,,Person-first form may be preferable.
C15__disability_cognitive_impairment,C15,null,The condition is {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The condition is a cognitive impairment.,,Person-first form may be preferable.
C16__disability_cognitive_impairment,C16,null,The person has {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The person has a cognitive impairment.,,Person-first form may be preferable.
C17__disability_cognitive_impairment,C17,null,The identity descriptor is {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The identity descriptor is cognitively impaired.,,Person-first form may be preferable.
